5, 0, 9, 191, 191, 191
6, 0, 9, 191, 191, 191
7, 0, 9, 191, 191, 191
2, 1, 9, 191, 191, 191
3, 1, 9, 191, 191, 191
4, 1, 9, 191, 191, 191
5, 1, 9, 191, 191, 191
6, 1, 9, 191, 191, 191
7, 1, 9, 191, 191, 191
2, 2, 9, 191, 191, 191
3, 2, 9, 191, 191, 191
4, 2, 9, 191, 191, 191
5, 2, 9, 191, 191, 191
6, 2, 9, 191, 191, 191
7, 2, 9, 191, 191, 191
2, 1, 1, 191, 191, 191
3, 1, 1, 191, 191, 191
4, 1, 1, 191, 191, 191
5, 1, 1, 191, 191, 191
6, 1, 1, 191, 191, 191
7, 1, 1, 191, 191, 191
1, 1, 2, 191, 191, 191
8, 1, 2, 191, 191, 191
2, 1, 2, 191, 191, 191
3, 1, 2, 191, 191, 191
6, 1, 2, 191, 191, 191
7, 1, 2, 191, 191, 191
1, 1, 3, 191, 191, 191
2, 1, 3, 191, 191, 191
7, 1, 3, 191, 191, 191
8, 1, 3, 191, 191, 191
1, 1, 4, 191, 191, 191
8, 1, 4, 191, 191, 191
1, 1, 5, 191, 191, 191
8, 1, 5, 191, 191, 191
2, 1, 6, 191, 191, 191
7, 1, 6, 191, 191, 191
1, 1, 6, 191, 191, 191
8, 1, 6, 191, 191, 191
3, 1, 7, 191, 191, 191
6, 1, 7, 191, 191, 191
1, 1, 7, 191, 191, 191
2, 1, 7, 191, 191, 191
7, 1, 7, 191, 191, 191
8, 1, 7, 191, 191, 191
4, 1, 8, 191, 191, 191
5, 1, 8, 191, 191, 191
2, 1, 8, 191, 191, 191
3, 1, 8, 191, 191, 191
6, 1, 8, 191, 191, 191
7, 1, 8, 191, 191, 191
